iterations,fitness,time,fevals
0,561.0,9.397863276,1000
10,601.0,17.96323442,2100
20,669.0,25.522924836,3200
30,701.0,32.358759753,4300
40,711.0,38.851697301,5400
50,713.0,44.707148053,6500
60,715.0,50.710073501,7600
70,721.0,56.626084032,8700
80,725.0,62.641546582,9800
90,727.0,68.292150133,10900
100,727.0,74.050666004,12000
110,725.0,79.866739032,13100
120,725.0,85.60365316,14200
130,725.0,91.372696345,15300
140,727.0,97.104932878,16400
150,727.0,102.934134246,17500
160,727.0,108.622555351,18600
170,725.0,114.437235145,19700
180,727.0,120.201490375,20800
190,731.0,126.331168068,21900
200,729.0,132.243504429,23000
210,729.0,138.049230598,24100
220,733.0,143.844928856,25200
230,733.0,149.565148701,26300
240,733.0,155.280273273,27400
250,737.0,161.031698833,28500
260,739.0,166.848766485,29600
270,737.0,172.66300049,30700
280,737.0,178.56073083,31800
290,737.0,184.30661768,32900
300,739.0,190.052008375,34000
310,735.0,195.750444105,35100
320,737.0,201.394349344,36200
330,739.0,207.106563634,37300
340,739.0,212.888957453,38400
350,741.0,218.707617759,39500
360,743.0,224.363455006,40600
370,739.0,230.226596264,41700
380,743.0,235.931952828,42800
390,741.0,241.643896579,43900
400,741.0,247.450120127,45000
410,741.0,253.169995257,46100
420,743.0,258.941904416,47200
430,741.0,264.743398896,48300
440,741.0,270.47083619,49400
450,743.0,276.188963551,50500
460,745.0,282.087164468,51600
470,749.0,287.875733623,52700
480,749.0,293.597030585,53800
490,747.0,299.340668795,54900
500,751.0,305.021420785,56000
510,751.0,310.863213721,57100
520,751.0,316.46679183,58200
530,753.0,321.987443054,59300
540,751.0,327.617939356,60400
550,751.0,333.234976317,61500
560,753.0,338.961896628,62600
570,755.0,344.745368081,63700
580,753.0,350.357421432,64800
590,753.0,356.027486033,65900
600,753.0,361.554187389,67000
610,751.0,367.212518976,68100
620,752.0,373.001424364,69200
630,753.0,378.660014986,70300
640,753.0,384.480716288,71400
650,753.0,390.105705653,72500
660,753.0,396.057039333,73600
670,753.0,401.793982724,74700
680,753.0,407.461916429,75800
690,755.0,413.35295925,76900
700,755.0,418.877380356,78000
710,755.0,424.569921813,79100
720,757.0,430.211185788,80200
730,755.0,435.918330783,81300
740,755.0,441.590835531,82400
750,755.0,447.315623847,83500
760,757.0,453.213928001,84600
770,757.0,459.038262372,85700
780,757.0,464.895268708,86800
790,755.0,470.884021851,87900
800,757.0,476.778073649,89000
810,757.0,482.538324838,90100
820,757.0,488.27137363,91200
830,757.0,494.112767034,92300
840,757.0,499.910907388,93400
850,759.0,505.725886422,94500
860,757.0,511.580776491,95600
870,757.0,517.516937454,96700
880,757.0,523.334688922,97800
890,757.0,529.084842897,98900
