step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0031545741324921135,0.0002103049421661409,0.0,0.0007868890403310078,0.0031545741324921135,0.0
15,0.0,0.0001971608832807571,0.0,0.0007636008174699165,0.0031545741324921135,0.0
16,0.0,0.00018556318426424197,0.0,0.0007422527370569678,0.0031545741324921135,0.0
17,0.0,0.00017525411847178407,0.0,0.0007225912417836768,0.0031545741324921135,0.0
18,0.0,0.00016603021749958492,0.0,0.0007044065560550032,0.0031545741324921135,0.0
19,0.0,0.00015772870662460566,0.0,0.0006875234926720304,0.0031545741324921135,0.0
20,0.0,0.0001502178158329578,0.0,0.0006717944952680757,0.0031545741324921135,0.0
21,0.0,0.00014338973329509606,0.0,0.0006570943067043075,0.0031545741324921135,0.0
22,0.0,0.0001371553970648745,0.0,0.0006433158359379273,0.0031545741324921135,0.0
23,0.0,0.00013144058885383806,0.0,0.0006303669194680229,0.0031545741324921135,0.0
24,0.0,0.00012618296529968455,0.0,0.0006181677584310859,0.0031545741324921135,0.0
25,0.0,0.00012132977432661975,0.0,0.0006066488716330987,0.0031545741324921135,0.0
26,0.0,0.00011683607898118939,0.0,0.0005957494466167525,0.0031545741324921135,0.0
27,0.0,0.00011266336187471834,0.0,0.0005854160007555916,0.0031545741324921135,0.0
28,0.0,0.00010877841836179702,0.0,0.0005756012859925141,0.0031545741324921135,0.0
29,0.0,0.00010515247108307045,0.0,0.0005662633866597797,0.0031545741324921135,0.0
30,0.0,0.00010176045588684237,0.0,0.0005573649715123293,0.0031545741324921135,0.0
31,0.0,9.858044164037855e-05,0.0,0.0005488726698373445,0.0031545741324921135,0.0
32,0.0,9.559315553006404e-05,0.0,0.0005407565480826289,0.0031545741324921135,0.0
33,0.0,9.278159213212098e-05,0.0,0.000532989668448509,0.0031545741324921135,0.0
34,0.0,9.013068949977466e-05,0.0,0.0005255477147224245,0.0031545741324921135,0.0
35,0.0,8.762705923589204e-05,0.0,0.0005184086735979333,0.0031545741324921135,0.0
36,0.0,8.525876033762469e-05,0.0,0.0005115525620257481,0.0031545741324921135,0.0
37,0.0,8.301510874979246e-05,0.0,0.0005049611929518695,0.0031545741324921135,0.0
38,0.0,8.08865162177465e-05,0.0,0.0004986179732240537,0.0031545741324921135,0.0
39,0.0,7.886435331230283e-05,0.0,0.0004925077285803153,0.0031545741324921135,0.0
40,0.0,7.694083249980765e-05,0.0,0.00048661655153779774,0.0031545741324921135,0.0
41,0.0,7.51089079164789e-05,0.0,0.0004809316687271179,0.0031545741324921135,0.0
42,0.0,7.336218912772357e-05,0.0,0.0004754413248043327,0.0031545741324921135,0.0
43,0.0,7.169486664754803e-05,0.0,0.00047013468054932613,0.0031545741324921135,0.0
44,0.0,7.010164738871363e-05,0.0,0.00046500172314832105,0.0031545741324921135,0.0
45,0.0,6.857769853243725e-05,0.0,0.00046003318697705167,0.0031545741324921135,0.0
46,0.0,6.711859856366199e-05,0.0,0.0004552204834636733,0.0031545741324921135,0.0
47,0.0,6.572029442691903e-05,0.0,0.00045055563882761857,0.0031545741324921135,0.0
48,0.0,6.437906392841047e-05,0.0,0.00044603123867092704,0.0031545741324921135,0.0
49,0.0023094688221709007,0.00010928085909326029,0.0,0.0005419938909205483,0.0031545741324921135,0.0
50,0.0,0.00010713809715025518,0.0,0.0005368677683081705,0.0031545741324921135,0.0
51,0.0,0.00010507774912813489,0.0,0.0005318840761343003,0.0031545741324921135,0.0
52,0.0,0.00010309515008798139,0.0,0.000527036353861743,0.0031545741324921135,0.0
53,0.0,0.00010118598064190767,0.0,0.000522318542890127,0.0031545741324921135,0.0
54,0.0,9.934623553932752e-05,0.0,0.0005177249550519846,0.0031545741324921135,0.0
55,0.0,9.757219561898239e-05,0.0,0.0005132502440665503,0.0031545741324921135,0.0
56,0.0,9.586040271338622e-05,0.0,0.0005088893796296349,0.0031545741324921135,0.0
57,0.0,9.420763714936231e-05,0.0,0.0005046376238574806,0.0031545741324921135,0.0
58,0.0,9.261089753666125e-05,0.0,0.0005004905098366697,0.0031545741324921135,0.0
59,0.0,9.10673825777169e-05,0.0,0.000496443822061712,0.0031545741324921135,0.0
60,0.0,8.95744746666068e-05,0.0,0.0004924935785675756,0.0031545741324921135,0.0
