step,reward,mean,median,std,max,min
0,0.03125,0.03125,0.03125,0.0,0.03125,0.03125
1,0.0,0.015625,0.015625,0.015625,0.03125,0.0
2,0.0,0.010416666666666666,0.0,0.01473139127471974,0.03125,0.0
3,0.02702702702702703,0.014569256756756757,0.013513513513513514,0.014645560079273512,0.03125,0.0
4,0.03333333333333333,0.018322072072072072,0.02702702702702703,0.015097298936960503,0.03333333333333333,0.0
5,0.024390243902439025,0.019333434043799894,0.025708635464733027,0.013966195897567929,0.03333333333333333,0.0
6,0.0,0.016571514894685623,0.024390243902439025,0.014593110200745475,0.03333333333333333,0.0
7,0.014925373134328358,0.01636574717464097,0.019657808518383692,0.013661456351612027,0.03333333333333333,0.0
8,0.01694915254237288,0.016430569993277848,0.01694915254237288,0.012881449456998052,0.03333333333333333,0.0
9,0.025,0.017287512993950063,0.020669698222405955,0.012487903261135785,0.03333333333333333,0.0
10,0.0,0.015715920903590967,0.01694915254237288,0.012902312919598345,0.03333333333333333,0.0
11,0.014705882352941176,0.01563175102437015,0.01593726283835062,0.01235617803799163,0.03333333333333333,0.0
12,0.011494252873563218,0.015313481935846541,0.014925373134328358,0.0119225180667033,0.03333333333333333,0.0
13,0.0,0.01421966179757179,0.014815627743634766,0.012146887360649315,0.03333333333333333,0.0
14,0.0,0.013271684344400337,0.014705882352941176,0.012259350386796547,0.03333333333333333,0.0
15,0.04,0.014942204072875314,0.014815627743634766,0.01351880116210272,0.04,0.0
16,0.018518518518518517,0.015152575510854327,0.014925373134328358,0.01314213123635101,0.04,0.0
17,0.009345794392523364,0.014829976559835941,0.014815627743634766,0.012840930378692444,0.04,0.0
18,0.0,0.014049451477739313,0.014705882352941176,0.012929696357246152,0.04,0.0
19,0.0,0.013346978903852346,0.013100067613252197,0.012968966116088798,0.04,0.0
20,0.0,0.012711408479859378,0.011494252873563218,0.012971655075264096,0.04,0.0
21,0.0,0.012133617185320316,0.010420023633043292,0.012947052854545999,0.04,0.0
22,0.0,0.011606068612045519,0.009345794392523364,0.0129019706974152,0.04,0.0
23,0.0,0.011122482419876956,0.004672897196261682,0.01284148192913538,0.04,0.0
24,0.011111111111111112,0.011122027567526322,0.009345794392523364,0.012582031504341179,0.04,0.0
25,0.0,0.010694257276467618,0.004672897196261682,0.012521719198209384,0.04,0.0
26,0.02564102564102564,0.011247841289969767,0.009345794392523364,0.012607700962584196,0.04,0.0
27,0.0,0.010846132672470848,0.004672897196261682,0.012555244941404343,0.04,0.0
28,0.0,0.01047212809755806,0.0,0.01249460436071298,0.04,0.0
29,0.02564102564102564,0.010977758015673645,0.004672897196261682,0.012582745606653973,0.04,0.0
30,0.0,0.010623636789361592,0.0,0.012529176689442197,0.04,0.0
31,0.0,0.01029164813969404,0.0,0.012469616894392162,0.04,0.0
32,0.02,0.010585840620309372,0.0,0.012391491493738723,0.04,0.0
33,0.004901960784313725,0.01041866768395656,0.0024509803921568627,0.012245617855581871,0.04,0.0
34,0.020833333333333332,0.010716229559653038,0.004901960784313725,0.012193489574067297,0.04,0.0
35,0.0,0.010418556516329343,0.0024509803921568627,0.012151233617141146,0.04,0.0
36,0.01282051282051282,0.010483474254280247,0.004901960784313725,0.011992230240899519,0.04,0.0
37,0.020833333333333332,0.010755838966886908,0.007123877588418545,0.011948797929124871,0.04,0.0
38,0.0,0.010480048224146218,0.004901960784313725,0.01191650981987978,0.04,0.0
39,0.0,0.010218047018542564,0.0024509803921568627,0.011879826041145635,0.04,0.0
40,0.0,0.009968826359553722,0.0,0.011839446888012565,0.04,0.0
41,0.0,0.009731473350992918,0.0,0.011795967809095937,0.04,0.0
42,0.0,0.009505160017248897,0.0,0.011749896770096106,0.04,0.0
43,0.010309278350515464,0.009523435433914047,0.0,0.0116162260118186,0.04,0.0
44,0.024390243902439025,0.009853808955436824,0.0,0.01169361220829456,0.04,0.0
45,0.012345679012345678,0.009907980043630495,0.0024509803921568627,0.01157151667990885,0.04,0.0
46,0.0,0.009697171957595804,0.0,0.01153669382450024,0.04,0.0
47,0.016129032258064516,0.009831169047188901,0.0024509803921568627,0.011452789219203445,0.04,0.0
48,0.0,0.009630532944185045,0.0,0.01142023417373557,0.04,0.0
49,0.0,0.009437922285301345,0.0,0.011385567971830114,0.04,0.0
50,0.0,0.009252864985589554,0.0,0.011349082819215959,0.04,0.0
51,0.014084507042253521,0.009345781178986937,0.0,0.011258997726506194,0.04,0.0
52,0.01639344262295082,0.00947875592321267,0.0,0.011193422867272228,0.04,0.0
53,0.016666666666666666,0.009611865381424781,0.0024509803921568627,0.011131556081271405,0.04,0.0
54,0.012658227848101266,0.009667253789909808,0.004901960784313725,0.011037403180916786,0.04,0.0
55,0.02040816326530612,0.0098590557448276,0.007123877588418545,0.01103051109643468,0.04,0.0
56,0.01098901098901099,0.009878879521041342,0.009345794392523364,0.010934330454312321,0.04,0.0
