step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.005050505050505051,9.01875901875902e-05,0.0,0.0006688490699040101,0.005050505050505051,0.0
56,0.0,8.860535176324651e-05,0.0,0.0006630617378653096,0.005050505050505051,0.0
57,0.004201680672268907,0.00015952044349610273,0.0,0.000847774052599023,0.005050505050505051,0.0
58,0.0,0.0001568167071656603,0.0,0.000840810993067887,0.005050505050505051,0.0
59,0.0,0.00015420309537956598,0.0,0.0008340164472740406,0.005050505050505051,0.0
60,0.0,0.00015167517578317964,0.0,0.0008273837379672754,0.005050505050505051,0.0
61,0.0,0.00014922880198022512,0.0,0.0008209065518483407,0.005050505050505051,0.0
62,0.0,0.00014686009083768187,0.0,0.0008145789145046528,0.005050505050505051,0.0
63,0.0,0.0001445654019183431,0.0,0.0008083951674194831,0.005050505050505051,0.0
64,0.0,0.00014234131881190706,0.0,0.000802349946855368,0.005050505050505051,0.0
65,0.0,0.0001401846321632418,0.0,0.0007964381644341913,0.005050505050505051,0.0
66,0.0,0.00013809232422050684,0.0,0.000790654989255484,0.005050505050505051,0.0
67,0.0,0.00013606155474667585,0.0,0.0007849958314112762,0.005050505050505051,0.0
68,0.0,0.0001340896481561443,0.0,0.0007794563267706523,0.005050505050505051,0.0
69,0.0,0.00013217408175391368,0.0,0.0007740323229202366,0.005050505050505051,0.0
70,0.0,0.0001303124749686473,0.0,0.0007687198661584284,0.005050505050505051,0.0
71,0.0,0.00012850257948297166,0.0,0.0007635151894514601,0.005050505050505051,0.0
72,0.0,0.00012674227017498574,0.0,0.0007584147012684678,0.005050505050505051,0.0
73,0.0,0.00012502953679424268,0.0,0.0007534149752208669,0.005050505050505051,0.0
74,0.0,0.00012336247630365278,0.0,0.0007485127404385529,0.005050505050505051,0.0
75,0.0,0.00012173928582597314,0.0,0.0007437048726218739,0.005050505050505051,0.0
76,0.0,0.00012015825613992154,0.0,0.000738988385714086,0.005050505050505051,0.0
77,0.0,0.00011861776567658921,0.0,0.0007343604241441423,0.005050505050505051,0.0
78,0.0,0.00011711627497182226,0.0,0.0007298182555942868,0.005050505050505051,0.0
