episode,length,time,reward,delta
0,150.0,0.011048000000073444,0.0,-0.00042520394108254677
1,23.0,0.0016739999998662825,0.0,0.00019772972718360058
2,32.0,0.0023650000000543514,0.0,0.00017795675446524053
3,44.0,0.0031490000001213048,0.0,-9.000158767405903e-05
4,91.0,0.006540999999970154,0.0,-0.0001846526152968676
5,13.0,0.0009900000000016007,0.0,-0.00022407603852689785
6,15.0,0.001121000000011918,0.0,-0.0005588982853282366
7,97.0,0.006812999999965541,0.0,-0.0005405788230512956
8,22.0,0.0015800000001036096,0.0,-0.00013814857702828382
9,29.0,0.002441999999973632,0.0,-0.00047892555686507624
10,37.0,0.002899000000070373,0.0,-0.0007081226970500381
11,19.0,0.0013650000000779983,0.0,0.00019097695706987814
12,69.0,0.00482800000008865,0.0,0.00034243177083309384
13,32.0,0.00223199999982171,0.0,0.00022218955190981193
14,102.0,0.0071080000000165455,0.0,-0.0002650695943193906
15,32.0,0.0023149999999532156,0.0,-8.100142890665312e-05
16,30.0,0.002103999999917505,0.0,-0.0004074896851345369
17,47.0,0.0033519999999498395,0.0,-0.00016333511883163704
18,49.0,0.003433999999970183,0.0,-0.0004600793398535805
19,84.0,0.005855000000110522,0.0,-0.00010492907507835084
20,5.0,0.00042600000006132177,0.0,-3.432476963581652e-05
21,33.0,0.002304999999978463,0.0,-0.0006373104273450342
22,26.0,0.001830999999810956,0.0,-0.00041407140586822245
23,15.0,0.0011480000000574364,0.0,2.277311446006753e-06
24,39.0,0.002707000000100379,0.0,-0.00012599999289728317
25,12.0,0.0008920000000216532,0.0,0.0001493203023466736
26,66.0,0.004579000000148881,0.0,-0.0003726642652814002
27,15.0,0.0010910000000876607,0.0,0.00013438827211200623
28,15.0,0.001103999999941152,0.0,-9.443616757051577e-05
29,12.0,0.0008920000000216532,0.0,2.049580301406056e-06
30,33.0,0.0023370000001250446,0.0,-0.0005361174350141202
31,11.0,0.0008800000000519503,0.0,2.8689124718581365e-05
32,13.0,0.0009619999998449202,0.0,-0.00020212686691358742
33,11.0,0.0008250000000771252,0.0,2.58202122467232e-05
34,26.0,0.00186600000006365,0.0,-0.00018191418022222867
35,33.0,0.002395999999862397,0.0,-0.000486520940746166
36,30.0,0.0021269999999731226,0.0,2.3238191022050903e-05
37,17.0,0.0012849999998252315,0.0,-0.00016372276220000584
38,25.0,0.0018169999998463027,0.0,0.00030818859374978446
39,51.0,0.003689000000122178,0.0,-0.000500486222225727
40,66.0,0.004533999999921434,0.0,-0.00031007453652111695
41,4.0,0.00040000000012696546,0.0,0.0001794484740058103
42,50.0,0.0034769999999753054,0.0,-0.0002790670828690052
43,26.0,0.0019520000000738946,0.0,0.00016150362660522925
44,44.0,0.0031260000000656873,0.0,-0.0004835196299231065
