steps,time,reward,delta,converged
1,0.0027840000000196596,0.0,0.0004925286445325451,False
2,0.0011100000001533772,0.0,0.0004925286445325451,False
3,0.002772999999933745,0.0,0.0004979269841830854,False
4,0.0005029999999806023,0.0,0.0004979269841830854,False
5,0.0067480000000159635,0.0,0.0006620849371382626,False
6,0.004251000000067506,0.0,0.0006620849371382626,False
7,0.0005579999999554275,0.0,0.0006620849371382626,False
8,0.005235000000084256,0.0,0.0006939480847582039,False
9,0.003324999999904321,0.0,0.0006939480847582039,False
10,0.0024670000000242,0.0,0.0006939480847582039,False
11,0.002379999999902793,0.0,0.0006939480847582039,False
12,0.0005029999999806023,0.0,0.0006939480847582039,False
13,0.001243000000158645,0.0,0.0006939480847582039,False
14,0.001838999999790758,0.0,0.0006939480847582039,False
15,0.011162000000012995,0.0,0.0006939480847582039,False
16,0.0048000000001593435,0.0,0.0006939480847582039,False
17,0.0018350000000282307,0.0,0.0006939480847582039,False
18,0.0024359999999887805,0.0,0.0006939480847582039,False
19,0.001038000000107786,0.0,0.0006939480847582039,False
20,0.001584999999977299,0.0,0.0006939480847582039,False
21,0.0056150000000343425,0.0,0.0006939480847582039,False
22,0.0014779999999063875,0.0,0.0006939480847582039,False
23,0.005522999999811873,0.0,0.0006939480847582039,False
24,0.0012569999998959247,0.0,0.0006939480847582039,False
25,0.0005160000000614673,0.0,0.0006939480847582039,False
26,0.0038739999999961583,0.0,0.0006939480847582039,False
27,0.0018379999999069696,0.0,0.0006939480847582039,False
28,0.0016480000001592998,0.0,0.0006939480847582039,False
29,0.001316999999971813,0.0,0.0006939480847582039,False
30,0.00240099999996346,0.0,0.0006939480847582039,False
31,0.0019959999999628053,0.0,0.0006939480847582039,False
32,0.0020959999999377033,0.0,0.0006939480847582039,False
33,0.0011730000001080043,0.0,0.0006939480847582039,False
34,0.0035599999998794374,0.0,0.0006939480847582039,False
35,0.0021509999999125284,0.0,0.0006939480847582039,False
36,0.0006670000000212895,0.0,0.0006939480847582039,False
37,0.0005419999999958236,0.0,0.0006939480847582039,False
38,0.0008089999998901476,0.0,0.0006939480847582039,False
39,0.000569000000041342,0.0,0.0006939480847582039,False
40,0.0022779999999329448,0.0,0.0006939480847582039,False
41,0.0009169999998448475,0.0,0.0006939480847582039,False
42,0.002811000000065178,0.0,0.0006939480847582039,False
43,0.003938999999945736,0.0,0.0006939480847582039,False
44,0.003856000000041604,0.0,0.0006939480847582039,False
45,0.0012630000001081498,0.0,0.0006939480847582039,False
46,0.0012400000000525324,0.0,0.0006939480847582039,False
47,0.002772999999933745,0.0,0.0006939480847582039,False
48,0.0020349999999780266,0.0,0.0006939480847582039,False
49,0.001427000000148837,0.0,0.0006939480847582039,False
50,0.0011640000000170403,0.0,0.0006939480847582039,False
51,0.0029259999998885178,0.0,0.0006939480847582039,False
52,0.012940999999955238,0.0,0.0006939480847582039,False
53,0.001890000000003056,0.0,0.0006939480847582039,False
54,0.0009589999999661813,0.0,0.0006939480847582039,False
55,0.0006960000000617583,0.0,0.0006939480847582039,False
56,0.0010899999999764987,0.0,0.0006939480847582039,False
57,0.0015459999999620777,0.0,0.0006939480847582039,False
58,0.001623000000108732,0.0,0.0006939480847582039,False
59,0.0014900000001034641,0.0,0.0006939480847582039,False
60,0.0008789999999407883,0.0,0.0006939480847582039,False
61,0.0025660000001153094,0.0,0.0006939480847582039,False
62,0.0034759999998641433,0.0,0.0006939480847582039,False
63,0.0012320000000727305,0.0,0.0006939480847582039,False
64,0.004525000000057844,0.0,0.0006939480847582039,False
65,0.003872999999884996,0.0,0.0006939480847582039,False
66,0.0016370000000733853,0.0,0.0006939480847582039,False
67,0.0008189999998649,0.0,0.0006939480847582039,False
68,0.0015789999999924476,0.0,0.0006939480847582039,False
69,0.0017109999998865533,0.0,0.0006939480847582039,False
70,0.0014519999999720312,0.0,0.0006939480847582039,False
71,0.0015160000000378204,0.0,0.0006939480847582039,False
72,0.0005059999998593412,0.0,0.0006939480847582039,False
73,0.004093999999895459,0.0,0.0006939480847582039,False
74,0.00151400000004287,0.0,0.0006939480847582039,False
75,0.0007060000000365108,0.0,0.0006939480847582039,False
76,0.0007709999999860884,0.0,0.0006939480847582039,False
77,0.0006249999998999556,0.0,0.0006939480847582039,False
78,0.0037999999999556167,0.0,0.0006939480847582039,False
79,0.0008350000000518776,0.0,0.0006939480847582039,False
80,0.0007669999999961874,0.0,0.0006939480847582039,False
81,0.0017790000001696171,0.0,0.0006939480847582039,False
82,0.0031850000000304135,0.0,0.0006939480847582039,False
83,0.0033389999998689746,0.0,0.0006939480847582039,False
84,0.0027109999998629064,0.0,0.0006939480847582039,False
85,0.004991000000018175,0.0,0.0006939480847582039,False
86,0.0019810000001143635,0.0,0.0006939480847582039,False
87,0.0006719999998949788,0.0,0.0006939480847582039,False
88,0.0012419999998201092,0.0,0.0006939480847582039,False
89,0.002248999999892476,0.0,0.0006939480847582039,False
90,0.0026649999999790452,0.0,0.0006939480847582039,False
91,0.00577900000007503,0.0,0.0006939480847582039,False
92,0.001826999999821055,0.0,0.0006939480847582039,False
93,0.0012540000000171858,0.0,0.0006939480847582039,False
94,0.004045000000132859,0.0,0.0006939480847582039,False
95,0.005658999999923253,0.0,0.0006939480847582039,False
96,0.0009000000000014552,0.0,0.0006939480847582039,False
97,0.0006330000001071312,0.0,0.0006939480847582039,False
98,0.0019669999999223364,0.0,0.0006939480847582039,False
99,0.0014649999998255225,0.0,0.0006939480847582039,False
100,0.0037319999998999265,0.0,0.0006939480847582039,False
101,0.001159000000143351,0.0,0.0006939480847582039,False
102,0.0016550000000279397,0.0,0.0006939480847582039,False
103,0.0019579999998313724,0.0,0.0006939480847582039,False
104,0.0007160000000112632,0.0,0.0006939480847582039,False
105,0.0029289999999946303,0.0,0.0006939480847582039,False
106,0.0008290000000670261,0.0,0.0006939480847582039,False
107,0.00048100000003614696,0.0,0.0006939480847582039,False
108,0.0007980000000316068,0.0,0.0006939480847582039,False
109,0.004185000000006767,0.0,0.0006939480847582039,False
110,0.0015250000001287844,0.0,0.0006939480847582039,False
111,0.00038999999992483936,0.0,0.0006939480847582039,False
112,0.003273999999919397,0.0,0.0006939480847582039,False
113,0.002424999999902866,0.0,0.0006939480847582039,False
114,0.0035849999999300053,0.0,0.0006939480847582039,False
115,0.003183000000035463,0.0,0.0006939480847582039,False
116,0.0015350000001035369,0.0,0.0006939480847582039,False
117,0.002853000000186512,0.0,0.0006939480847582039,False
118,0.0010359999998854619,0.0,0.0006939480847582039,False
119,0.0007640000001174485,0.0,0.0006939480847582039,False
120,0.0012339999998403073,0.0,0.0006939480847582039,False
121,0.0011549999999260763,0.0,0.0006939480847582039,False
122,0.001600999999936903,0.0,0.0006939480847582039,False
123,0.0008070000001225708,0.0,0.0006939480847582039,False
124,0.0031440000000202417,0.0,0.0006939480847582039,False
125,0.0006060000000616128,0.0,0.0006939480847582039,False
126,0.0007669999999961874,0.0,0.0006939480847582039,False
127,0.001130000000102882,0.0,0.0006939480847582039,False
128,0.0015630000000328437,0.0,0.0006939480847582039,False
129,0.001111999999920954,0.0,0.0006939480847582039,False
130,0.0034559999999146385,0.0,0.0006939480847582039,False
131,0.0008350000000518776,0.0,0.0006939480847582039,False
132,0.0017880000000332075,0.0,0.0006939480847582039,False
133,0.000573000000031243,0.0,0.0006939480847582039,False
134,0.0007510000000365835,0.0,0.0006939480847582039,False
135,0.0007689999999911379,0.0,0.0006939480847582039,False
136,0.0011540000000422879,0.0,0.0006939480847582039,False
137,0.0027419999998983258,0.0,0.0006939480847582039,False
138,0.001692999999931999,0.0,0.0006939480847582039,False
139,0.0006000000000767614,0.0,0.0006939480847582039,False
