params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.746601000000055,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",4.767321000000038,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",4.659167000000025,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.750851999999895,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.7535519999999,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.785135999999966,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.749847000000045,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.700055999999904,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.788841000000048,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.7944760000000315,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.920239000000038,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.138069999999971,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.229464000000007,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.137735000000248,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",6.77303400000028,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.086256999999932,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.033770000000004,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.73913500000026,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.033510000000206,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.911008000000038,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.054773000000296,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",6.9930490000001555,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.577788999999939,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.311615999999958,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.399326000000201,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.008532000000287,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.344005999999808,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.757681999999932,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.5224169999996775,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.523729000000003,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.4715259999998125,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.168051999999989,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.328092000000197,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.5557810000000245,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",6.995840999999928,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.0312910000002375,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.407275000000027,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.317195999999967,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.194547000000057,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.848307000000204,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.935289999999895,100,0.0,0.0,0.0,0.0,0.0
