episode,length,time,reward,delta
0,62.0,0.004717000000027838,0.0,0.00017698355235111203
1,16.0,0.0013810000000091804,0.0,-0.00044524898592261094
2,36.0,0.0030179999999973006,0.0,-0.000428642118765275
3,106.0,0.008925000000004957,0.0,-0.0005299181347266087
4,44.0,0.0032940000000110103,0.0,0.00015392469402582598
5,37.0,0.0028639999999882093,0.0,0.00018898765647061894
6,44.0,0.005980999999991354,0.0,-0.0007785559981172942
7,74.0,0.006599999999991724,0.0,-0.0005742605995354305
8,44.0,0.003346999999990885,0.0,-0.0007256298916469132
9,24.0,0.0018919999999980064,0.0,-0.0005328426591477352
10,17.0,0.0013160000000027594,0.0,-0.0002637426888108447
11,14.0,0.0010580000000004475,0.0,0.00013853222462324337
12,14.0,0.001056000000005497,0.0,-0.0005362020316472881
13,11.0,0.0009420000000091022,0.0,-0.0002562144727135768
14,27.0,0.001964000000015176,0.0,-0.0002305930254422191
15,42.0,0.0031429999999943448,0.0,-0.00023594184073867538
16,11.0,0.0009840000000167493,0.0,-0.00023736841992976024
17,33.0,0.0028660000000115815,0.0,-0.0001793041325227608
18,77.0,0.007283999999998514,0.0,0.0001021858528924809
19,96.0,0.007515000000012151,0.0,-0.0005442291525213346
20,11.0,0.0010379999999940992,0.0,-0.0002136315779367842
21,4.0,0.0004940000000033251,0.0,-0.0001922684201431058
22,61.0,0.005698999999992793,0.0,-0.0001829142675816965
23,11.0,0.0008500000000140062,0.0,-0.0003857779068887475
24,59.0,0.0045619999999928496,0.0,0.00023985115470148905
25,15.0,0.0012699999999767897,0.0,-0.00017304157812879524
26,12.0,0.001079000000004271,0.0,-0.0005587126230399263
27,7.0,0.0007160000000112632,0.0,-0.0001598019758303378
28,22.0,0.0022080000000244127,0.0,-0.00015573742031591573
29,23.0,0.0019240000000024793,0.0,-0.00023750506397441403
30,27.0,0.001975000000015825,0.0,-0.0005320959518992012
31,51.0,0.003906000000000631,0.0,0.00012467900216091906
32,61.0,0.005471000000000004,0.0,0.00011221110194482715
33,12.0,0.0011550000000113414,0.0,-0.00014016367828432417
34,21.0,0.001817000000016833,0.0,-0.00021375455757697263
35,16.0,0.0013029999999787378,0.0,-0.00013200970947100906
36,29.0,0.0022519999999985885,0.0,-7.1433848183856895e-06
37,26.0,0.001995999999991227,0.0,-8.878927320417476e-05
38,41.0,0.0038459999999815864,0.0,-0.00014047058178312928
39,27.0,0.0026540000000068176,0.0,-4.386031643091175e-05
40,17.0,0.001632000000000744,0.0,-9.61228871896988e-05
41,34.0,0.0025789999999972224,0.0,-0.0004825818284825593
42,46.0,0.0032590000000141117,0.0,-0.0004031094434196134
43,51.0,0.003767000000010512,0.0,-5.767259187298247e-05
44,5.0,0.0004299999999943793,0.0,-3.947428478782056e-05
45,13.0,0.0010120000000028995,0.0,-0.00026254133723816245
46,13.0,0.0009939999999915017,0.0,-0.00042735258366629773
47,41.0,0.0031889999999918928,0.0,-3.5526856309038514e-05
48,10.0,0.0009289999999850806,0.0,-0.000384617325299668
49,33.0,0.002493999999984453,0.0,-1.735024874010687e-05
50,27.0,0.002029000000021597,0.0,-6.42904633654711e-06
51,21.0,0.0016149999999868214,0.0,-0.00034720011619987273
52,38.0,0.0026730000000156906,0.0,-0.000362798499077652
53,20.0,0.0015580000000170457,0.0,-0.0003461555927697011
54,104.0,0.007494000000008327,0.0,-0.00019237910181927535
55,15.0,0.0011660000000119908,0.0,1.312295633020726e-06
56,24.0,0.0019120000000043547,0.0,6.244074531073726e-06
57,8.0,0.0008239999999943848,0.0,-2.8082524562209824e-05
58,40.0,0.0032669999999939137,0.0,-2.5274272105988826e-05
59,43.0,0.003291999999987638,0.0,-8.969313559679495e-05
60,13.0,0.0010190000000136479,0.0,5.619667077966353e-06
61,9.0,0.0007090000000005148,0.0,-0.000311540033492731
62,23.0,0.00171100000000024,0.0,-0.0005253733466176428
63,5.0,0.0004450000000133514,0.0,-1.3043808870467693e-07
64,17.0,0.001406000000002905,0.0,5.057700370169726e-06
65,33.0,0.00330700000000661,0.0,-0.00022714604975248375
66,21.0,0.0017029999999920165,0.0,-0.00028038603014345786
67,9.0,0.00076399999997534,0.0,1.1810660697186533e-06
68,14.0,0.0011920000000031905,0.0,1.7509048476201485e-05
69,25.0,0.0019519999999886295,0.0,-0.00031196631106397346
70,83.0,0.00614500000000362,0.0,-0.00039500645488357774
71,9.0,0.0012389999999982138,0.0,-0.000657099942013891
72,22.0,0.002735000000001264,0.0,-0.0004333353664675207
73,10.0,0.00114900000002649,0.0,-1.1739427983420382e-07
74,81.0,0.005979999999993879,0.0,-0.00031217227274846785
75,36.0,0.003039000000001124,0.0,4.7622986373001465e-05
76,11.0,0.0009430000000065775,0.0,-0.0003776800072199768
77,25.0,0.001979000000005726,0.0,1.011279823611878e-05
78,28.0,0.003264000000001488,0.0,1.0629594627467988e-06
79,40.0,0.0034369999999910306,0.0,-0.00020443144477723534
80,39.0,0.0030549999999891497,0.0,-0.00028095504547362107
81,24.0,0.0021879999999896427,0.0,-0.0003965556449123057
82,31.0,0.003421000000003005,0.0,7.935656806373412e-05
83,57.0,0.0047470000000089385,0.0,-0.00032651864916988677
84,58.0,0.004379999999997608,0.0,-0.00012642352360481637
85,16.0,0.001350999999999658,0.0,8.45841996648852e-05
86,23.0,0.001844000000005508,0.0,-0.0002938667842528981
87,14.0,0.0013559999999870342,0.0,-0.00035690008042107513
88,8.0,0.0009750000000110504,0.0,-0.0002362872035143462
89,4.0,0.0006089999999971951,0.0,7.142091125736071e-05
90,24.0,0.002907999999990807,0.0,-0.0002954893094058893
91,28.0,0.0021739999999965676,0.0,-0.00012091818441122487
92,14.0,0.0015139999999860265,0.0,-0.0003116256348721779
93,33.0,0.0029800000000079763,0.0,-0.0007434793434638648
94,8.0,0.0008750000000077307,0.0,6.427882013162464e-05
95,19.0,0.0020169999999950505,0.0,-0.00014611942239516176
96,7.0,0.0010220000000060736,0.0,5.785093811846217e-05
97,37.0,0.003899999999987358,0.0,-0.00019154242030776494
98,28.0,0.0028699999999730608,0.0,-0.0002788486985121951
99,35.0,0.002881999999999607,0.0,-0.0002686250986330687
100,13.0,0.0011269999999967695,0.0,7.034159433822262e-05
101,40.0,0.004926999999980808,0.0,-0.0002417625887697619
102,17.0,0.001919000000015103,0.0,-4.743914012616575e-05
103,10.0,0.0007849999999791635,0.0,0.00021586603923134015
104,20.0,0.00167000000001849,0.0,7.607044519361038e-05
105,52.0,0.004541999999986501,0.0,6.846340067424934e-05
106,11.0,0.0015569999999911488,0.0,-0.00019112646066410833
107,30.0,0.0034009999999966567,0.0,-0.0001381649409043562
108,29.0,0.002166999999985819,0.0,8.833713270990951e-05
109,8.0,0.0006329999999934444,0.0,7.950341943891858e-05
110,105.0,0.007402000000013231,1.0,0.9997963907847248
111,15.0,0.001148000000000593,0.0,-0.00024392283519001154
112,10.0,0.0008370000000184064,0.0,-0.00010882636597010239
113,23.0,0.0017460000000255604,0.0,-0.0004653661117918652
114,31.0,0.002587000000005446,0.0,-2.22887767633711e-05
115,6.0,0.0005840000000034706,0.0,8.646549701986134e-05
116,10.0,0.0008190000000070086,0.0,7.781894731787519e-05
117,12.0,0.0009650000000078762,0.0,-2.0059899087033995e-05
118,11.0,0.0008840000000134296,0.0,-0.0002224313700496253
119,18.0,0.001416000000006079,0.0,0.00011955599678123445
120,29.0,0.0031239999999854717,0.0,9.44872124450554e-05
121,24.0,0.0020489999999995234,0.0,-0.0002733184885476259
122,48.0,0.0039030000000082055,0.0,1.3756306876277287e-05
123,14.0,0.0011660000000119908,0.0,8.503849120054986e-05
124,21.0,0.0015520000000037726,0.0,0.00010546179179002122
125,6.0,0.0005730000000028213,0.0,7.653464208049487e-05
126,20.0,0.001586000000003196,0.0,0.00012020021469590795
127,9.0,0.0011750000000176897,0.0,-0.0002251913908370956
128,24.0,0.0024919999999895026,0.0,-0.0002001882330446628
129,9.0,0.0007460000000207856,0.0,2.327479968199797e-05
130,13.0,0.0012469999999780157,0.0,1.2380676188649548e-05
131,19.0,0.0014830000000074506,0.0,0.00010233448604783622
132,14.0,0.001125000000001819,0.0,1.1142608569784582e-05
133,19.0,0.0014280000000042037,0.0,9.21010374430526e-05
134,16.0,0.0013690000000110558,0.0,9.700579880242313e-05
135,6.0,0.0005419999999958236,0.0,-0.0002804630713849601
136,21.0,0.0021419999999920947,0.0,0.00010867944190616049
137,35.0,0.0036090000000115197,0.0,-9.38615848062974e-05
138,18.0,0.0016180000000076689,0.0,1.0028347712806118e-05
139,4.0,0.00036600000001385524,0.0,0.00011719166550308001
140,15.0,0.0012900000000115597,0.0,0.00010547249895277201
141,8.0,0.0006740000000036162,0.0,9.49252490574948e-05
142,47.0,0.0034409999999809315,0.0,-0.0005610806421363323
143,19.0,0.0017410000000097625,0.0,-0.00010250111103924753
144,35.0,0.003586999999981799,0.0,-0.00021505474264984703
145,30.0,0.00242099999999823,0.0,-0.00021162743264827288
146,107.0,0.007946000000004005,0.0,0.0001187454629181943
147,8.0,0.0006899999999916417,0.0,0.00010687091662637486
148,15.0,0.0016850000000090404,0.0,0.00014087624477554297
149,29.0,0.004592000000002372,0.0,-0.00019399835781661138
150,20.0,0.0017050000000153887,0.0,0.00012678862029798867
151,25.0,0.002079000000009046,0.0,5.398613243678534e-05
152,8.0,0.0007620000000088112,0.0,0.00011410975826818979
153,46.0,0.003613999999998896,0.0,0.00010922259591936802
154,35.0,0.0035599999999931242,0.0,-0.00016251206591836332
155,16.0,0.0012340000000108375,0.0,0.0001434636220574444
156,23.0,0.0019220000000075288,0.0,5.437395694185158e-05
157,48.0,0.00371100000000979,0.0,-0.00019577312583213762
158,20.0,0.001452000000000453,0.0,-6.769292922350787e-05
159,29.0,0.002259000000009337,0.0,0.00014222580182511775
160,8.0,0.0008899999999982811,0.0,-0.00018649481317950083
161,13.0,0.0017300000000091131,0.0,-0.00017619581324892385
162,18.0,0.00153499999998985,0.0,-0.000202672251753386
163,16.0,0.0015609999999810498,0.0,-0.00018495131169769222
164,12.0,0.000920999999976857,0.0,-7.748477507517576e-05
165,6.0,0.0005239999999844258,0.0,-0.00015263177935148748
166,33.0,0.0024909999999920274,0.0,-0.0002472517431878966
167,60.0,0.004607000000021344,0.0,0.0001435114313213592
168,11.0,0.0014109999999902811,0.0,0.0001305956383744643
169,6.0,0.0007929999999873871,0.0,0.00011753607453701787
170,106.0,0.008073999999993475,0.0,-0.0005777137732530521
171,59.0,0.004390000000000782,0.0,-0.000166456180527923
172,4.0,0.0005440000000191958,0.0,0.00014506045570174654
173,22.0,0.002212999999983367,0.0,6.856551287378067e-05
174,59.0,0.004589000000009946,0.0,-7.919964007894366e-05
175,54.0,0.004185000000006767,0.0,-0.00036555031591339567
176,6.0,0.0005549999999914235,0.0,-0.0002244889702758772
177,12.0,0.000981999999993377,0.0,0.00014789594190717367
178,19.0,0.0019969999999887023,0.0,-0.00014384758536364466
179,43.0,0.0035699999999962984,0.0,-0.0001568807707379768
180,4.0,0.00036199999999553256,0.0,0.0001425659598046079
181,19.0,0.0014910000000156742,0.0,-0.00015857623192403147
182,8.0,0.000732999999996764,0.0,-6.973629756765816e-05
183,34.0,0.002587000000005446,0.0,0.0001560137259587634
184,18.0,0.0013449999999863849,0.0,0.00014925456463767568
185,55.0,0.004986000000002377,0.0,-0.000146260859326527
186,68.0,0.005873000000008233,0.0,0.00012830936382414714
187,27.0,0.0020219999999824267,0.0,8.011505839748893e-05
188,15.0,0.001144000000010692,0.0,0.00016224974084371775
189,30.0,0.0022260000000073887,0.0,-0.00020204007324828947
190,9.0,0.0011660000000119908,0.0,0.00016714529090970634
191,13.0,0.001452000000000453,0.0,0.00011547842744173241
192,11.0,0.0009290000000135024,0.0,0.00015844192811207628
193,4.0,0.0003580000000056316,0.0,0.00014259773530086867
194,85.0,0.00604300000000535,0.0,0.00015190096974105545
195,25.0,0.00183899999998971,0.0,-1.818825775402484e-05
196,5.0,0.0004819999999767788,0.0,0.0001283379617707818
197,10.0,0.0007749999999759893,0.0,7.210355255774003e-05
198,6.0,0.0004950000000008004,0.0,0.00012749547676792035
199,19.0,0.0015530000000012478,0.0,6.489319730196603e-05
200,9.0,0.0007039999999847169,0.0,-2.1343325840009924e-05
201,24.0,0.0017749999999807642,0.0,-1.9208993256008904e-05
202,12.0,0.0010970000000156688,0.0,0.0001690812007594635
203,22.0,0.00160900000000197,0.0,9.258073765338543e-05
204,5.0,0.00047199999997360464,0.0,0.0001147459290911283
205,11.0,0.0008750000000077307,0.0,0.00017424243437219735
206,20.0,0.001439000000004853,0.0,-2.6115942459940117e-06
207,9.0,0.0007039999999847169,0.0,-3.442349982396185e-05
208,38.0,0.0027409999999861157,0.0,-8.693543027406782e-05
209,22.0,0.0016530000000045675,0.0,0.00015729410742895802
210,20.0,0.001452000000000453,0.0,-0.00015640663725045699
211,23.0,0.0017070000000103391,0.0,0.00011574392005967818
212,6.0,0.0006130000000155178,0.0,0.0001568181909349776
213,15.0,0.0012159999999994398,0.0,0.00011658112526783731
214,10.0,0.0007839999999816882,0.0,0.00015803504156622992
215,27.0,0.002338000000008833,0.0,0.0001619337994606156
216,16.0,0.0012020000000063646,0.0,0.00014574041951455403
217,7.0,0.0005879999999933716,0.0,0.00013116637756309862
218,11.0,0.0009249999999951797,0.0,0.00011804973980678875
219,13.0,0.0015659999999968477,0.0,0.00012844636951658546
220,7.0,0.0007090000000005148,0.0,0.00010763654670884013
221,27.0,0.002355999999991809,0.0,0.00012697811179557657
222,15.0,0.0013519999999971333,0.0,-0.0003529940627222159
223,57.0,0.004512000000005401,0.0,-0.0003176946564499943
224,16.0,0.0012459999999805405,0.0,2.767045585043155e-06
225,85.0,0.008994999999998754,0.0,-0.00023006695129267166
