1,6.781334778477992
2,3.3695176945412295
3,2.1270226155683867
4,1.6387308248113999
5,1.5716009324550726
6,1.508618505798654
7,1.4345877916261836
8,1.3667505130646935
9,1.2885176354793875
10,1.2727171205890717
11,1.2332098358789096
12,1.167908650066515
13,1.1221232902694616
14,1.0929376405917275
15,1.0808728209879344
16,1.06390030044456
17,1.0426484535779614
18,1.0236595500938346
19,1.0196475434256707
20,1.009320147433852
21,1.005284324039377
22,0.9851980285709765
23,0.964729217192732
24,0.958303237244629
25,0.9488140561185466
26,0.931629360902251
27,0.9205189133290207
28,0.8915296246519837
29,0.8686238899947738
30,0.8457111952457361
31,0.8157149319538927
32,0.8014671827944669
33,0.7877953728111144
34,0.7722307435437603
35,0.7674256913328521
36,0.7332957756111391
37,0.7250086049708206
38,0.7099974181486343
39,0.6958102660864797
40,0.684178866531389
41,0.6477087180911044
42,0.6146728965179159
43,0.6060072869192347
44,0.5946460611573541
45,0.5627417304040669
46,0.5546969284203527
47,0.4880668358352145
48,0.477042922658635
49,0.43106918509035586
50,0.3874057931830856
51,0.36448678126634987
52,0.33422256362791564
53,0.2892709657624114
54,0.2574720251924074
55,0.21369493566630834
56,0.16455642797551095
57,0.0010519585099194584
