,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8817508220672607,0.13158298567259488,0.0028089046478271484,0.0004003122946994753,relu,1.0,"(12, 12)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.016}",0.8288530300486823,0.85375,0.842364864864865,0.8292985842985843,0.8424078263380823,0.8393323489057449,0.009352344407869227,1,0.8452015941171228,0.8354776235991547,0.8389531508030095,0.8484840474524464,0.8438294240208694,0.8423891679985205,0.004619681672856901
