,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3029159069061279,0.02934398941973026,0.0029117107391357423,0.0005763347224677485,relu,1.0,"(38, 38)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (38, 38), 'NN__learning_rate_init': 0.016}",0.8430382423424694,0.864163133454472,0.8781748435291744,0.903260650111044,0.8486216681868854,0.8674499735416275,0.021721156969737067,1,0.8746605406088165,0.8634054209282291,0.8636528308555524,0.8577900991848726,0.8692385635091578,0.8657494910173258,0.005741480618000088
