,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.577696180343628,0.21515343905941664,0.10837106704711914,0.0011345985466770455,relu,1.0,"(12, 12)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.016}",0.510946995131778,0.5200506756756758,0.5430236486486487,0.5134614589078874,0.5326568316005648,0.5240205393070261,0.012118035923489439,1,0.5481132459753454,0.5064437513602555,0.5388026452534627,0.5241896948284153,0.5278216383542843,0.5290741951543527,0.014104555475338357
