,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.5290509700775146,1.4848425765654654,0.00256195068359375,4.904904716251149e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",0.5510076380728555,0.33,0.6396452702702704,0.6445011720904579,0.5251520985752792,0.5380469997418978,0.11428757802182178,363,0.5343544126115156,0.32351867199687984,0.6490119914336653,0.6549224741713149,0.5192373532264655,0.5362089806879682,0.12028803410220582
1,3.9967294692993165,0.7905258369276095,0.002518367767333984,3.697115016974732e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",0.8003552543226458,0.810016891891892,0.7848141891891893,0.730834827174113,0.7546483121550508,0.7761687213504054,0.029405360963355387,303,0.7948440516824744,0.7967400535986435,0.7982531301832769,0.7470698757862911,0.7405115105122109,0.7754837243525794,0.02598269493514939
2,4.030636358261108,0.48946978677719033,0.0024871826171875,5.0426966734620024e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",0.835190637065637,0.8375168918918919,0.8219594594594596,0.7880291643684502,0.8308481741753306,0.8227147774135595,0.018134096228580646,264,0.8361384073792559,0.8354099695349106,0.8170123379721594,0.7992664983840423,0.8307418414379599,0.8237138109416655,0.014022444625551663
3,4.56509838104248,0.6785867775108286,0.002498292922973633,5.719494250709454e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",0.7970551452073191,0.8071621621621622,0.8795945945945948,0.8074332368082368,0.8419942080605828,0.8266332041449304,0.030551156234751825,263,0.799945257127381,0.8172345935038492,0.8671151482045549,0.8164564673647694,0.847919577648794,0.8297342087698697,0.02428152677596668
4,3.802675199508667,0.35600815322969875,0.002436971664428711,3.425523272845208e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 6}",0.8294615578311231,0.8745608108108108,0.8861486486486488,0.8653782864497152,0.881229944808112,0.8673356940003203,0.020199786886858105,235,0.8451420356222289,0.8808397754449144,0.8834560557285356,0.8710788552980777,0.8813718770103183,0.8723777198208149,0.014273754364095496
5,2.349245309829712,0.43529864377859473,0.002482891082763672,3.432167737358267e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 7}",0.7861598749370489,0.8198648648648649,0.8498310810810812,0.8350037920573636,0.8450741239892184,0.8271601016757697,0.022950176934635035,262,0.8003819132663811,0.8199455958310526,0.8423831607237902,0.8397821625208017,0.8499623964439644,0.830491045757198,0.01802579884584874
6,3.4894221782684327,1.0018790775654804,0.0026740550994873045,0.00029844560827284864,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 8}",0.8475776397515528,0.8764864864864865,0.8248479729729731,0.8779949209413495,0.8830192690283661,0.8619609481624346,0.02234250144397451,238,0.8519725544137567,0.8684656485004744,0.8240522036802467,0.8939860338735658,0.8873615967429889,0.8651676074422066,0.025292440723732105
7,3.644599199295044,1.3437938552690427,0.002684211730957031,0.00025822132650276985,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",0.8563121118012422,0.8456587837837839,0.8340033783783785,0.8611169332597906,0.8931167372609422,0.8580129873198712,0.01985252683161882,241,0.8662754075338924,0.8416703328726884,0.8308621204989544,0.8743687388059082,0.8950893204415582,0.8616531840306003,0.023014905758049677
8,2.5999426364898683,0.9374371075630733,0.0025100231170654295,5.700376327992557e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",0.8652259946281685,0.9050506756756757,0.8793581081081082,0.8329673423423424,0.8862469516108331,0.873768469851469,0.024094924385189672,232,0.8645284016041193,0.9117980462329579,0.8822308637624011,0.8547609027117931,0.8914388505117307,0.8809514129646004,0.020093761490026646
9,4.103304719924926,0.4592601820914792,0.0028234481811523437,0.00031932302389032455,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",0.9258341027362766,0.9172466216216216,0.9317905405405407,0.9339545412759701,0.9403999005262483,0.9298347995891313,0.00783184763165301,84,0.9286703543120547,0.9232918013577167,0.9324516124131816,0.9383016784121054,0.9341588122452735,0.9313748517480664,0.005090005642588571
10,4.119190883636475,0.8154460304558585,0.0026667118072509766,0.00014120403499389588,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",0.9310952450898102,0.9176520270270271,0.9277364864864865,0.931959804191947,0.912878642022847,0.9242730951974995,0.007628879698079068,86,0.9339193539590569,0.9262682852536627,0.9355071181313991,0.9419587395422666,0.9018010733985745,0.9278909140569919,0.013968286049870065
