,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5968566417694092,0.10026665492018551,0.004071378707885742,0.00037706452982799607,relu,1.0,"(12, 12)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.016}",0.10000000000000002,0.1,0.1,0.09999999999999999,0.1,0.09999999999999999,1.6428345037478176e-17,1,0.1,0.10000000000000002,0.10000000000000002,0.1,0.1,0.1,8.777083671441753e-18
