,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3661074161529541,0.05096765433907254,0.00305328369140625,0.00015711698256909337,relu,1.0,"(38, 38)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (38, 38), 'NN__learning_rate_init': 0.016}",0.8336840727389893,0.8284575005047444,0.8317080557238037,0.8249747627700382,0.8223978919631092,0.8282479617652226,0.0041592632250426805,1,0.8321128584059619,0.8437297046543991,0.8434845037442842,0.8581081976628596,0.8323757736560958,0.8419622076247201,0.009539851380447283
