,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.0716814041137694,0.21724733868379087,0.002896547317504883,0.00018087037461339236,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.6146796835655532,0.5635641891891892,0.5833108108108108,0.6044575059753632,0.6097599794634836,0.5951457011626171,0.019080299096353382,363,0.5936640329281749,0.6073351971959089,0.5981152644213384,0.5987784102596141,0.6032070255182961,0.6002199860646665,0.0046698426025975435
1,1.8394865989685059,0.3571469077978057,0.0031384944915771483,0.00017930962838779758,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.7414829192546583,0.7350000000000001,0.7452195945945947,0.7416319635962494,0.7609999518675397,0.7448542660959444,0.008705783400100225,351,0.755919082705699,0.744949817657867,0.7602569397725235,0.752613108311778,0.7616061577647973,0.755069021242533,0.005979984056618663
2,1.526556396484375,0.1550406097187302,0.0031551837921142576,8.028858841747403e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.8432944435118348,0.8414695945945947,0.8338006756756757,0.8274713872035302,0.8465298100372225,0.8385110436999734,0.006925372322977541,325,0.8532421356049341,0.8518974158797469,0.851736280003561,0.8443589445312756,0.8477198786409751,0.8497909309320985,0.0032841500997854672
3,1.8937455654144286,0.2812463143514295,0.0031850337982177734,0.0002744328547927116,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.8914757847910022,0.8926520270270271,0.8875506756756758,0.8949404761904762,0.9034591194968555,0.8940073517024977,0.005289786149917723,308,0.8986479773826841,0.9053646159052101,0.9030199368077084,0.910921964799161,0.9107122268187477,0.9057333443427023,0.004677863166471389
4,2.270488405227661,0.6089603694858898,0.003287982940673828,0.00015439081489431407,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.9250374559341951,0.9279560810810812,0.934543918918919,0.9393138674388675,0.9366904922346297,0.9327015466934532,0.005373202607542103,278,0.9288673917194699,0.9433026695974608,0.9456285396625588,0.9546760278063465,0.9558139293905891,0.945657711635285,0.00971535591250999
5,2.136278486251831,0.3677968182676963,0.0031652927398681642,0.00026726041694968746,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.9469955514520731,0.9494256756756758,0.9523310810810811,0.9310244300422872,0.9483261134642537,0.9456226120618281,0.007505789150696856,263,0.9607035743364803,0.9621047574925241,0.9611192685754949,0.9491645685412566,0.9615635223373333,0.9589311382566178,0.004905438470871215
6,2.293821430206299,0.3943111128163846,0.0031466007232666014,0.00018323502576518837,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.9724933901292597,0.9735641891891891,0.9705405405405406,0.9618582230189374,0.9749302881529972,0.970676774160765,0.004635332939165472,222,0.9867030888086219,0.9805570095379423,0.976134343512539,0.9768152726143302,0.9861437192662285,0.9812706867479323,0.004472125001989255
7,1.6777177333831788,0.34036549569750396,0.0032230377197265624,0.00021506025088230497,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.9850246558670471,0.9740371621621623,0.9799662162162163,0.9703379527486671,0.9744197631882944,0.9767627905001278,0.005154316256780812,188,0.9890329391778174,0.9749480084934118,0.9890896892337078,0.9876209137668668,0.9813926223172539,0.9844168345978115,0.005517511087013416
8,2.078598165512085,0.33784345938609023,0.003139972686767578,0.00011080519815733502,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.9779585991270774,0.9771621621621623,0.9762162162162162,0.9751721364221365,0.9665446508792197,0.9746177674581005,0.004135201682554454,206,0.983287635612373,0.9857940104358187,0.9819111249762144,0.9885207087732879,0.9818865839779016,0.9842800127551191,0.002553453923993088
9,1.5842411041259765,0.3637701037734579,0.0032666206359863283,0.00014938353091874023,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",0.991676179284875,0.982989864864865,0.9830912162162163,0.9792583655083655,0.9858038923116417,0.9845661645802009,0.004123264193033103,94,0.9927069141634342,0.9882531056566138,0.9871600129990534,0.9959380478615749,0.9922586261901567,0.9912633413741666,0.0031882972833633576
10,1.468787145614624,0.26079431417736926,0.0034520626068115234,0.0006071634212844695,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",0.9928209459459458,0.9882432432432433,0.9858445945945946,0.9780129619415335,0.9821526440764986,0.9854212711721272,0.005069975164629943,73,0.9924325870735563,0.9906383756587843,0.9920706219530724,0.9954824955961169,0.9842825983892697,0.9909813357341599,0.003702534770905839
