,0,1,2,3,4,5,6,7,8,9
2,0.9129371364181624,0.9314301580463382,0.8960534073612947,0.8494271305204938,0.8464712154830084,0.8627840938832809,0.8833904431708822,0.8985683288327437,0.8500101163933046,0.8721930979502864
3,0.7964593130543984,0.7963987183372979,0.8225612002234196,0.8091810312108211,0.8240818026011621,0.8265396979610241,0.8514498014201877,0.8179071325835222,0.7587861971176934,0.7504335573077959
4,0.7445591620950773,0.8234233937164722,0.745589536393515,0.690975226596898,0.7234838761492725,0.7595040162920239,0.8439885617011106,0.7810702860867242,0.7334386130055993,0.7385875319250146
5,0.6558346363551042,0.7051527461537399,0.6989119157499987,0.7021028272801977,0.7180403129615603,0.7232336013875685,0.5897109875853299,0.6947789287152444,0.7268369380341541,0.7037073077474074
6,0.5182079029138171,0.6022317433554994,0.5590396289470282,0.675755297439926,0.671732236185787,0.6845497913404707,0.5385334849588088,0.6624189370986918,0.6415627151474972,0.6114167151382901
7,0.6339216745734394,0.6368456618214369,0.4877233274757038,0.5289201609828207,0.4983555058168522,0.4950266024685467,0.5050033340653276,0.5908756851545554,0.5307354048185513,0.5669246262705272
8,0.535513948308536,0.5682261684851049,0.4975540608570922,0.6341789011416609,0.47558236773120727,0.5357259299850472,0.5012616316576044,0.5177018648759995,0.5235399262601028,0.44116910788286
9,0.38275443979118995,0.5027256067251398,0.445362978916816,0.41431919888091506,0.47101072293280144,0.4800892485236487,0.4008167692202073,0.44095470301457085,0.39726148230923036,0.3979137312481257
10,0.32388313095389376,0.4035992534737846,0.3589499333432381,0.3323692807570308,0.3996483670694456,0.24629932741239258,0.40734783650013473,0.3257117276673733,0.3519343352250873,0.34597689528289416
15,0.12708028532697385,0.13564067819244985,0.09197663860846814,0.08328369694276806,0.07867766252300408,0.07343862583771571,0.06265739847992324,0.19886958914480904,0.0759489632304641,0.05896538587275643
20,1.727958489492525e-30,3.6753635273394485e-30,3.4203765787218624e-30,2.798573555622256e-30,4.5351844849213984e-30,2.1324154597022275e-30,2.081291042814405e-30,1.647313555793496e-30,7.274500811119357e-30,2.2155310529237167e-30
25,2.1117481469010384e-30,3.307034954745901e-30,1.834506201296058e-30,2.317113500911675e-30,8.886366179653833e-30,1.779907803184216e-30,3.402849175745093e-30,1.170817862951292e-29,2.243623929482333e-30,1.3060971465767798e-29
30,2.0029235561300686e-30,1.7423966578583816e-30,1.7857314360675573e-30,5.890976236711211e-30,1.6323722892030998e-30,3.761812709386698e-30,1.9882051263162953e-30,1.8424070752156797e-29,1.3862339954373586e-30,1.5941857721896206e-30
35,1.1015433064725901e-30,2.4519677413916436e-30,1.289943558928374e-30,8.081508918551414e-30,1.1821412614516576e-30,8.284829200759374e-30,1.3230731320095727e-30,6.184499375672838e-30,3.6450197327405805e-30,7.771977903487136e-30
40,5.014118202789036e-30,2.1100376072683725e-30,1.716849667910871e-30,2.5437144338362095e-30,9.052283470911888e-31,5.715102469246372e-30,2.2485486534273172e-30,5.414849183879334e-30,1.2882079715854717e-30,5.2773299637945715e-30
45,2.1921415185465124e-30,1.1286148270008118e-30,6.15936225966496e-30,2.623490679467697e-30,1.2689948042532728e-29,8.419553446826546e-30,4.712934433905572e-30,2.1786097916376174e-30,9.653645633874927e-31,6.441650579778148e-30
50,4.126466304840721e-30,9.426059514866658e-31,1.1589018034244217e-30,1.2326947591910987e-30,3.086922012008758e-30,2.0032120070717348e-30,6.505792245136511e-30,1.3941655708073636e-30,2.3891401294431618e-30,3.165777653650043e-30
55,9.210935691289791e-30,1.5634647895533735e-30,1.75140202251316e-30,1.2413909176313759e-30,1.8819883219522108e-30,1.4580071178192835e-30,1.2378971780343995e-30,1.3229337434420856e-30,3.830704513374531e-30,1.473935550249189e-30
60,9.433523009448374e-31,1.1986368746809944e-30,8.807664245878448e-31,1.338642138035801e-30,1.4801467573496302e-30,8.72800477539198e-30,8.938394270927081e-31,6.670778744407889e-30,1.140548154762106e-30,9.87535663985498e-30
