,0,1,2,3,4,5,6,7,8,9
2,0.5088820791302964,0.539549138116333,0.511473319475275,0.4923715764969647,0.48642298835894815,0.5987328897976059,0.5182634117741634,0.5162747988595132,0.4840426313862596,0.43443438217371483
3,0.6876397976574112,0.622568070098489,0.5327280901153402,0.5842834126544197,0.6350528381643152,0.6766212072362631,0.6181866566454113,0.5528229844444577,0.553912717904542,0.6046204645976994
4,0.6753833769966835,0.6667725335435228,0.6173367069955674,0.6433249144351646,0.6659448027050278,0.6877694686160679,0.6247678807280392,0.5737592650642683,0.6415173353225622,0.5322463223003433
5,0.7371052364625182,0.701565950792813,0.588502816478707,0.7557610095674745,0.7553590714484297,0.6968903669967079,0.7156445021000887,0.69748235485107,0.7226161110033348,0.5942393293850403
6,0.734582098076569,0.7569402952927599,0.6783650955556656,0.7586272580255692,0.7267121039934683,0.7777081494972786,0.7267709344953179,0.7034014231062301,0.735347112514952,0.6079840694375817
7,0.7409037591009918,0.7601437686839126,0.7592135638234032,0.7575488149266897,0.7292729816246398,0.8337655950356715,0.7591457176267559,0.7393795701319846,0.8258754807072474,0.712426628728784
8,0.758926423280353,0.8261341668265929,0.7788410380688369,0.8393400474549629,0.8348202444849446,0.818694495976334,0.8095723644972397,0.7617545776371393,0.8358429772869731,0.7322680107382351
9,0.7802579115530456,0.8385081709320007,0.7540732573158597,0.8627829291661375,0.8485865853309051,0.8240089117223082,0.8266362098343163,0.7825658008875501,0.8343191719797813,0.7886092840215407
10,0.8515364031113773,0.811969092638679,0.7975344854620626,0.8829050430714097,0.8526179259858762,0.8673221034123946,0.8444127189494984,0.7626989288458782,0.8603518786807868,0.8045011758254048
15,0.879979520821298,0.87208104430182,0.8437745941084308,0.8939320170865712,0.902954417301044,0.8993704757433265,0.8951853635936747,0.825386693253348,0.8853220877897299,0.8920366104454552
20,0.9280693382716741,0.9185538443194339,0.8850958962832552,0.9288372031657722,0.9056085358179231,0.9309781496068049,0.9246029730853985,0.8893875302640064,0.924515678855405,0.9375396731375556
25,0.929713882690373,0.9393432652875575,0.9328648986331173,0.9524929219416103,0.926328712054842,0.9478571130001887,0.9408882576589879,0.9199631385479063,0.9285473260717968,0.9375903305041593
30,0.952660672173728,0.9622941930494121,0.9304471220173789,0.9474290560158587,0.9399245285576395,0.9479039943839046,0.9546414439755166,0.9292121723353046,0.9506203594608488,0.9521966564833767
35,0.9641127033282993,0.9629045881941833,0.9276013505541856,0.9428640397639181,0.9478948129591016,0.9654950033844987,0.9646098802643615,0.9349589952984072,0.9508522489110437,0.9561480109383311
40,0.9622869263639332,0.9697529889168931,0.9486168403161842,0.9620414937674924,0.9550401748042971,0.9633852379416384,0.9641240987519558,0.9464825402560098,0.9662907745460512,0.9609014858678744
45,0.9637269053246829,0.9699310711501831,0.9599352721715194,0.9566008586701201,0.9564077968983621,0.9673621556838363,0.9681266379763258,0.9595013078028855,0.9688454974952804,0.9645214952956488
50,0.9698513594882464,0.9789446761495045,0.964666973138249,0.970956772286383,0.9641041022801553,0.9709397534663124,0.9651459513317315,0.9572425159329732,0.9718234946699001,0.9695648879355314
55,0.9720844000111315,0.978913285987823,0.9573922464508173,0.9741605961746725,0.9618762532179015,0.971756094443407,0.9636384692801865,0.9659021879387776,0.9724736089398172,0.9677877083257399
60,0.9741700521441186,0.9797810262224362,0.9764642249974249,0.9730009091160504,0.9704586555305358,0.9741481531806532,0.9687072818226361,0.9696592144159557,0.9738126414315494,0.9722845721076611
