,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8427222728729248,0.2505425632988644,0.0027246952056884767,0.0003888538875719405,relu,1.0,"(12, 12)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (12, 12), 'NN__learning_rate_init': 0.016}",0.9365435621957362,0.9577364864864866,0.9544087837837838,0.9368659220444934,0.9486972949557181,0.9468488858446249,0.008777962973516606,1,0.9415802325760657,0.9633838960486124,0.9616806382302079,0.9393672354920102,0.9562404347345179,0.9524504874162829,0.010083974714858673
