,0,1,2,3,4,5,6,7,8,9
2,0.9646850005024532,0.9666537932349395,0.9695610396772854,0.9610985180141716,0.9655097686316575,0.9626252273305623,0.9688644360412259,0.966721235786727,0.9678612491973921,0.9681682136865528
3,0.9382994526309135,0.9493003084077135,0.9527051911478862,0.9447088887302604,0.9442060490874312,0.9464967261763775,0.949424445538015,0.9509737613913958,0.9532060805635367,0.9448504407195893
4,0.9317102511100942,0.9300652761833046,0.9331336642955474,0.9329901524465919,0.929817530986064,0.9336481600009647,0.9320111845492868,0.9362037633942218,0.9279310275919957,0.9341875346778267
5,0.9084691231974638,0.9167879855289024,0.9236988375224565,0.9135007898173997,0.910735321833134,0.9152325820531061,0.913947347350386,0.9080608515767252,0.9009756479731941,0.9137863297415764
6,0.8875081512265318,0.8940379216414314,0.8882941861116068,0.8995330041605963,0.8989744408577633,0.9001425160405688,0.8999783491860285,0.8914801807314858,0.9035191410135948,0.8932489823193039
7,0.8758554482821654,0.8781791229176262,0.8738858903622108,0.876029362734736,0.8817910642719015,0.8806695244536987,0.8762429527889701,0.8772096690768734,0.8708734108769656,0.8885971035360151
8,0.8639672575699935,0.8489292696073589,0.8520258463832558,0.8622076354534166,0.8607105300768183,0.8627438736078088,0.8602056266788429,0.8569192257826639,0.8602742377404282,0.8515283218068526
9,0.8434624845806911,0.8348025586347694,0.8436172720849675,0.8387876672056661,0.8383237514482499,0.8566498108945199,0.8455678950331272,0.8253967261933284,0.8462587138112093,0.8294904983979057
10,0.8260102142573142,0.830580595431564,0.8297325911967587,0.8149335162876503,0.8248399716418128,0.8310711954913904,0.8297575888737676,0.8319552346720928,0.8246341665933249,0.8313359260251925
15,0.752186323217138,0.7330069088832165,0.7213629970926377,0.7435489283852333,0.7215025768066022,0.7477473539153179,0.753115005415387,0.7422111824169411,0.731080633958561,0.7395715210631865
20,0.6345447376395095,0.6531594062341726,0.6556697532486214,0.6548017051035836,0.645221994562915,0.6580729304034689,0.6530560691546163,0.6643331086301218,0.6355934785821844,0.6545930269667496
25,0.5403579153810222,0.5737378645595603,0.550915108745072,0.5464755975137979,0.5617786002506403,0.565196548082993,0.5635929730921074,0.5594926914576747,0.570204265956372,0.5615591108858308
30,0.48559839989063314,0.466539727758352,0.4668742070112451,0.452386249377842,0.4735935762053622,0.4888210702682335,0.4755509984344376,0.4681243266712819,0.473273697989923,0.47300174538716144
35,0.39341838238615157,0.3705345499631733,0.3992452251003427,0.3936104201232318,0.38157875345598186,0.3896764012444314,0.3863372151506417,0.4124888435551338,0.4085025587306,0.3971107872144825
40,0.2940156986378879,0.3063719427853689,0.30543360003742226,0.29632441782017155,0.3010009085126688,0.2984347697946849,0.3008053617021214,0.29593965257185745,0.29456989795676686,0.28407891173462524
45,0.19666161518604325,0.21745079520835472,0.21476742519937675,0.2193585966289089,0.19937618476036245,0.20669507558717684,0.2179796500418072,0.21168526033566723,0.19324701906588565,0.21004003972832178
50,0.11752097282855173,0.11956817703106253,0.11037565793922574,0.123658154502954,0.11655168527759575,0.11313437418339395,0.12901505584986944,0.12206521016108167,0.10840586808131415,0.11620907851896929
55,0.03260937795322389,0.034837933597480636,0.03563379958415385,0.03257519478475013,0.033415200013445154,0.03299591313038207,0.03742093727924636,0.03358563224253451,0.03480105168101682,0.028772073750028715
60,2.1012379252288194e-29,2.3522093414910808e-29,2.8109749060821225e-29,2.057768941261249e-29,3.039436674893052e-29,5.649462358435861e-29,3.5888729821053674e-29,2.372074988311319e-29,2.3496515595545328e-29,2.68418199494171e-28
